Employee Count,Employee ID,Department,Job Role,Gender,Age,Over 18,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Hourly Rate (USD),Daily Rate (USD),Monthly Rate (USD),Monthly Income (USD),Salary Hike (%),Stock Option Level,Standard Hours,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Performance Rating,Relationship Satisfaction,Attrition (Yes/No)
1,566,Human Resources,Human Resources,Male,19,Y,Single,College,Technical Degree,Travel_Rarely,2,Medium,1,Very High,52,489,18437,2564,12,0,80,No,1,1,1,0,0,0,Low,3,Best,Excellent,High,Yes
1,567,Sales,Sales Executive,Female,30,Y,Married,Master,Other,Non-Travel,22,High,3,Low,69,1398,2890,8412,11,0,80,No,0,10,9,8,7,8,High,3,Better,Excellent,High,No
1,568,Sales,Manager,Male,57,Y,Divorced,Bachelor,Marketing,Travel_Rarely,29,Medium,4,Very High,56,210,22102,14118,12,1,80,No,3,32,1,0,0,0,Low,3,Good,Excellent,High,No
1,569,Research & Development,Manager,Male,50,Y,Married,Master,Life Sciences,Travel_Rarely,29,Medium,4,High,88,1099,9314,17046,15,1,80,No,0,28,27,10,15,7,Medium,2,Better,Excellent,Medium,No
1,571,Research & Development,Laboratory Technician,Female,30,Y,Single,Bachelor,Medical,Non-Travel,2,High,1,Very High,49,1116,7181,2564,14,0,80,No,0,12,11,7,6,7,High,2,Good,Excellent,High,No
1,573,Sales,Sales Executive,Female,60,Y,Married,Bachelor,Marketing,Travel_Frequently,28,Medium,3,Low,80,1499,2845,10266,19,0,80,No,4,22,18,13,13,11,High,5,Best,Excellent,Very High,No
1,574,Research & Development,Manufacturing Director,Female,47,Y,Divorced,College,Medical,Travel_Rarely,2,High,2,Very High,65,983,7389,5070,13,3,80,No,5,20,5,0,0,4,Low,2,Better,Excellent,High,No
1,575,Research & Development,Research Director,Male,46,Y,Married,Bachelor,Life Sciences,Travel_Rarely,2,High,4,High,51,1009,2288,17861,13,0,80,No,6,26,3,2,0,1,Low,2,Bad,Excellent,High,No
1,577,Research & Development,Laboratory Technician,Male,35,Y,Single,Bachelor,Life Sciences,Travel_Rarely,22,Low,1,High,46,144,19225,4230,15,0,80,No,0,6,5,4,4,3,Very High,2,Better,Excellent,High,No
1,578,Research & Development,Laboratory Technician,Female,54,Y,Single,Master,Life Sciences,Travel_Rarely,8,High,2,High,42,548,23428,3780,11,0,80,No,7,19,1,0,0,0,High,3,Better,Excellent,High,No
1,579,Research & Development,Research Scientist,Male,34,Y,Divorced,Master,Life Sciences,Travel_Rarely,2,Medium,1,High,62,1303,8416,2768,12,1,80,No,3,14,7,3,5,7,Very High,3,Better,Excellent,High,No
1,580,Sales,Sales Executive,Female,46,Y,Married,Bachelor,Marketing,Travel_Rarely,10,Medium,3,Very High,94,1125,11563,9071,19,1,80,Yes,2,15,3,2,1,2,High,3,Better,Excellent,High,No
1,581,Research & Development,Manufacturing Director,Male,31,Y,Divorced,Below College,Life Sciences,Travel_Rarely,9,High,3,Medium,33,1274,14394,10648,25,1,80,No,1,13,13,8,0,8,High,6,Best,Outstanding,Very High,No
1,582,Research & Development,Manager,Male,33,Y,Married,Below College,Medical,Travel_Rarely,15,High,3,High,56,1277,24619,13610,12,0,80,Yes,7,15,7,6,7,7,Medium,2,Best,Excellent,Very High,Yes
1,584,Research & Development,Laboratory Technician,Male,33,Y,Divorced,Below College,Medical,Travel_Rarely,10,Low,1,Very High,38,587,6705,3408,13,3,80,No,7,8,4,3,1,3,Low,2,Better,Excellent,Low,Yes
1,585,Sales,Sales Representative,Male,30,Y,Single,Below College,Marketing,Travel_Rarely,7,High,1,Medium,57,413,18398,2983,14,0,80,No,0,4,3,2,1,2,Very High,3,Better,Excellent,Low,No
1,586,Research & Development,Healthcare Representative,Male,35,Y,Married,Bachelor,Life Sciences,Travel_Rarely,16,High,3,High,72,1276,14295,7632,12,0,80,Yes,4,10,8,7,0,0,Very High,2,Better,Excellent,High,No
1,587,Research & Development,Healthcare Representative,Male,31,Y,Married,Bachelor,Life Sciences,Travel_Frequently,20,High,3,High,66,534,22908,9824,12,0,80,No,3,12,1,0,0,0,Low,2,Better,Excellent,Low,Yes
1,590,Human Resources,Human Resources,Female,34,Y,Divorced,Bachelor,Human Resources,Travel_Frequently,23,High,3,Low,43,988,11533,9950,15,3,80,Yes,9,11,3,2,0,2,Medium,2,Better,Excellent,High,Yes
1,591,Research & Development,Laboratory Technician,Male,42,Y,Married,College,Other,Travel_Frequently,5,High,1,High,97,1474,9260,2093,17,1,80,No,4,8,2,2,2,0,Medium,4,Better,Excellent,Very High,No
1,592,Sales,Sales Executive,Male,36,Y,Single,Master,Medical,Non-Travel,10,High,3,Very High,32,635,15318,9980,14,0,80,No,1,10,10,3,9,7,Medium,3,Good,Excellent,Very High,No
1,593,Research & Development,Laboratory Technician,Male,22,Y,Single,Below College,Technical Degree,Travel_Frequently,4,Medium,1,High,99,1368,9129,3894,16,0,80,No,5,4,2,2,1,2,High,3,Better,Excellent,High,Yes
1,595,Sales,Sales Executive,Female,48,Y,Married,Doctor,Marketing,Travel_Rarely,2,High,2,Very High,37,163,19658,4051,14,1,80,No,2,14,9,7,6,7,Medium,2,Better,Excellent,Low,No
1,597,Sales,Manager,Female,55,Y,Single,Doctor,Life Sciences,Travel_Rarely,18,High,4,Medium,83,1117,9873,16835,23,0,80,No,3,37,10,9,7,7,Low,2,Better,Outstanding,Very High,No
1,599,Sales,Sales Executive,Male,41,Y,Single,College,Life Sciences,Non-Travel,10,High,2,Very High,56,267,13430,6230,14,0,80,No,7,16,14,3,1,10,Very High,3,Better,Excellent,Very High,No
1,600,Sales,Sales Executive,Male,35,Y,Married,Bachelor,Marketing,Travel_Rarely,1,High,2,High,85,619,18659,4717,11,0,80,No,9,15,11,9,6,9,Medium,2,Better,Excellent,High,No
1,601,Research & Development,Manufacturing Director,Female,40,Y,Single,Bachelor,Life Sciences,Travel_Rarely,6,High,4,High,75,302,20364,13237,15,0,80,No,7,22,20,6,5,13,Medium,3,Better,Excellent,High,No
1,602,Research & Development,Laboratory Technician,Female,39,Y,Married,Below College,Life Sciences,Travel_Frequently,8,High,1,High,48,443,17872,3755,11,1,80,No,1,8,8,3,0,7,High,3,Better,Excellent,Low,No
1,604,Sales,Sales Executive,Male,31,Y,Single,Below College,Life Sciences,Travel_Rarely,2,High,2,Very High,77,828,8346,6582,13,0,80,Yes,4,10,6,5,0,5,Medium,2,Best,Excellent,High,No
1,605,Research & Development,Manufacturing Director,Male,42,Y,Married,Bachelor,Medical,Travel_Rarely,24,High,3,Low,56,319,6950,7406,21,1,80,Yes,1,10,10,9,5,8,Very High,5,Good,Outstanding,Very High,No
1,606,Sales,Sales Executive,Male,45,Y,Married,Bachelor,Other,Travel_Rarely,2,High,2,Medium,61,561,16177,4805,19,1,80,No,0,9,8,7,3,7,Very High,3,Best,Excellent,Medium,No
1,608,Human Resources,Human Resources,Female,26,Y,Divorced,Master,Life Sciences,Travel_Frequently,17,High,1,High,58,426,22808,2741,11,1,80,Yes,0,8,7,7,1,0,Medium,2,Good,Excellent,Medium,Yes
1,611,Research & Development,Manufacturing Director,Male,29,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,19,High,2,Very High,34,232,22645,4262,12,2,80,No,4,8,3,2,1,2,Very High,2,Best,Excellent,Medium,No
1,612,Research & Development,Research Director,Female,33,Y,Divorced,Doctor,Medical,Travel_Rarely,1,Very High,4,High,95,922,22578,16184,19,1,80,No,4,10,6,1,0,5,Low,2,Better,Excellent,High,No
1,613,Sales,Manager,Male,31,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,7,Medium,3,Very High,44,688,25291,11557,21,1,80,No,9,10,5,4,0,1,High,3,Good,Outstanding,High,No
1,614,Sales,Sales Representative,Male,18,Y,Single,Bachelor,Marketing,Travel_Frequently,5,High,1,Medium,69,1306,8059,1878,14,0,80,Yes,1,0,0,0,0,0,Medium,3,Better,Excellent,Very High,Yes
1,615,Sales,Sales Executive,Male,40,Y,Divorced,Bachelor,Other,Non-Travel,28,Low,3,Low,58,1094,11373,10932,15,1,80,No,3,20,1,0,0,1,High,2,Better,Excellent,High,No
1,616,Research & Development,Healthcare Representative,Female,41,Y,Single,Master,Other,Non-Travel,2,Medium,2,High,62,509,2112,6811,17,0,80,Yes,2,10,8,7,0,7,Low,3,Better,Excellent,Low,No
1,618,Sales,Sales Executive,Male,26,Y,Divorced,College,Medical,Travel_Rarely,29,High,2,High,45,775,4267,4306,12,2,80,No,5,8,0,0,0,0,Low,5,Better,Excellent,Low,No
1,620,Sales,Sales Executive,Female,35,Y,Single,Bachelor,Medical,Travel_Rarely,1,High,2,High,80,195,6698,4859,16,0,80,No,1,5,5,4,0,3,Low,3,Better,Excellent,Very High,No
1,621,Sales,Sales Executive,Male,34,Y,Single,Master,Life Sciences,Travel_Rarely,21,Very High,2,Very High,74,258,19921,5337,12,0,80,No,1,10,10,7,5,7,Very High,3,Better,Excellent,Very High,No
1,622,Research & Development,Laboratory Technician,Male,26,Y,Single,Bachelor,Technical Degree,Travel_Rarely,24,Low,1,Very High,66,471,23213,2340,18,0,80,Yes,1,1,1,0,0,0,High,3,Bad,Excellent,Medium,Yes
1,623,Research & Development,Manufacturing Director,Female,37,Y,Single,Bachelor,Technical Degree,Travel_Rarely,1,High,3,Very High,59,799,23848,7491,17,0,80,No,4,12,6,5,1,2,Medium,3,Best,Excellent,Very High,No
1,624,Research & Development,Healthcare Representative,Female,46,Y,Married,Below College,Medical,Travel_Frequently,18,High,3,High,86,1034,8984,10527,11,0,80,No,5,28,2,2,1,2,Low,3,Good,Excellent,Very High,No
1,625,Sales,Manager,Female,41,Y,Married,Doctor,Life Sciences,Travel_Rarely,2,High,4,Low,91,1276,5626,16595,16,1,80,No,7,22,18,16,11,8,Medium,2,Better,Excellent,Medium,No
1,626,Sales,Sales Executive,Male,37,Y,Divorced,Master,Medical,Non-Travel,9,High,3,Medium,69,142,24666,8834,13,1,80,No,1,9,9,5,7,7,Low,6,Better,Excellent,Very High,No
1,630,Research & Development,Research Scientist,Male,52,Y,Divorced,College,Technical Degree,Travel_Rarely,6,High,2,Low,78,956,22087,5577,12,2,80,Yes,3,18,10,9,6,9,Very High,3,Better,Excellent,Medium,No
1,631,Sales,Sales Executive,Male,32,Y,Married,Master,Other,Non-Travel,11,Very High,2,High,60,1474,23914,4707,12,0,80,No,8,6,4,2,1,2,Very High,2,Better,Excellent,Very High,Yes
1,632,Sales,Sales Representative,Male,24,Y,Married,Bachelor,Medical,Travel_Frequently,24,High,1,Very High,38,535,5530,2400,13,2,80,No,0,3,2,2,2,1,Very High,3,Better,Excellent,High,No
1,634,Research & Development,Healthcare Representative,Female,38,Y,Married,Bachelor,Medical,Travel_Rarely,10,High,2,High,76,1495,22174,9824,19,1,80,No,3,18,1,0,0,0,High,4,Better,Excellent,High,No
1,635,Research & Development,Manufacturing Director,Female,37,Y,Married,Master,Life Sciences,Travel_Rarely,1,High,2,Medium,65,446,15701,6447,12,1,80,No,6,8,6,5,4,3,Medium,2,Good,Excellent,Medium,No
1,638,Research & Development,Research Director,Male,49,Y,Divorced,Master,Life Sciences,Travel_Rarely,18,Medium,5,High,58,1245,2125,19502,17,1,80,Yes,1,31,31,9,0,9,Very High,5,Better,Excellent,High,No
1,639,Research & Development,Research Scientist,Male,24,Y,Married,Bachelor,Medical,Travel_Rarely,23,Very High,1,Very High,89,691,21630,2725,11,2,80,Yes,1,6,6,5,1,4,Medium,3,Better,Excellent,Medium,No
1,641,Sales,Sales Executive,Male,26,Y,Married,College,Marketing,Travel_Rarely,28,High,2,Medium,66,703,7428,6272,20,2,80,No,1,6,5,3,1,4,Low,5,Best,Outstanding,Very High,No
1,643,Research & Development,Laboratory Technician,Male,24,Y,Married,College,Other,Travel_Rarely,17,Medium,1,Medium,94,823,9100,2127,21,1,80,No,1,1,1,0,0,0,Very High,2,Better,Outstanding,Very High,No
1,644,Human Resources,Manager,Male,50,Y,Married,Bachelor,Medical,Travel_Frequently,3,High,5,Medium,99,1246,7999,18200,11,1,80,No,1,32,32,5,10,7,Low,2,Better,Excellent,High,No
1,645,Sales,Sales Representative,Male,25,Y,Married,Below College,Medical,Travel_Rarely,13,High,1,High,40,622,26376,2096,11,0,80,No,1,7,7,4,0,6,Medium,1,Better,Excellent,High,No
1,647,Research & Development,Laboratory Technician,Female,24,Y,Married,Bachelor,Life Sciences,Travel_Frequently,7,High,1,High,55,1287,14168,2886,16,1,80,Yes,1,6,6,3,1,2,Low,4,Better,Excellent,Very High,Yes
1,648,Sales,Sales Representative,Male,30,Y,Married,Master,Life Sciences,Travel_Frequently,12,Medium,1,Low,74,448,14470,2033,18,1,80,No,1,1,1,0,0,0,Medium,2,Best,Excellent,High,Yes
1,649,Research & Development,Research Scientist,Male,34,Y,Married,College,Life Sciences,Travel_Rarely,1,Medium,1,Very High,83,254,22794,3622,13,1,80,Yes,1,6,6,5,1,3,Medium,3,Better,Excellent,Very High,No
1,650,Sales,Sales Executive,Male,31,Y,Divorced,Master,Medical,Travel_Rarely,13,High,2,Low,46,1365,11512,4233,17,0,80,No,2,9,3,1,1,2,Medium,2,Bad,Excellent,High,Yes
1,652,Research & Development,Laboratory Technician,Male,35,Y,Single,College,Other,Travel_Rarely,25,Medium,2,Very High,54,538,14004,3681,14,0,80,No,4,9,3,2,0,2,Low,3,Better,Excellent,Very High,No
1,653,Sales,Sales Executive,Male,31,Y,Divorced,Master,Medical,Travel_Rarely,6,Very High,2,Very High,66,525,6219,5460,22,2,80,No,4,13,7,7,5,7,Low,4,Best,Outstanding,Very High,No
1,655,Research & Development,Research Scientist,Female,27,Y,Divorced,Master,Medical,Travel_Rarely,6,Medium,1,High,66,798,5013,2187,12,2,80,No,0,6,5,3,0,3,Low,5,Good,Excellent,High,No
1,656,Sales,Sales Executive,Male,37,Y,Married,Bachelor,Marketing,Travel_Rarely,2,High,2,High,75,558,3010,9602,11,1,80,Yes,4,17,3,0,1,0,Very High,3,Good,Excellent,High,No
1,657,Research & Development,Research Scientist,Female,20,Y,Single,Bachelor,Life Sciences,Travel_Rarely,1,Medium,1,Medium,83,959,11757,2836,13,0,80,No,1,1,1,0,0,0,Very High,0,Best,Excellent,Very High,No
1,659,Research & Development,Healthcare Representative,Female,42,Y,Married,Master,Life Sciences,Travel_Rarely,2,High,2,Very High,81,622,5718,4089,13,2,80,No,1,10,10,2,2,2,High,4,Better,Excellent,Medium,No
1,661,Research & Development,Research Director,Male,43,Y,Divorced,Master,Other,Travel_Rarely,6,Medium,4,Very High,50,782,2671,16627,14,1,80,Yes,4,21,1,0,0,0,Medium,3,Good,Excellent,High,No
1,662,Research & Development,Research Scientist,Female,38,Y,Single,Below College,Life Sciences,Travel_Rarely,1,High,1,Low,43,362,14561,2619,17,0,80,No,3,8,0,0,0,0,High,3,Good,Excellent,Very High,No
1,663,Research & Development,Laboratory Technician,Male,43,Y,Divorced,Doctor,Medical,Travel_Frequently,9,High,2,High,72,1001,19627,5679,13,1,80,Yes,3,10,8,7,4,7,Very High,3,Better,Excellent,Medium,No
1,664,Research & Development,Manager,Female,48,Y,Married,Master,Life Sciences,Travel_Rarely,1,Medium,4,Low,40,1236,17997,15402,11,1,80,No,7,21,3,2,0,2,Very High,3,Bad,Excellent,Low,No
1,665,Human Resources,Human Resources,Female,44,Y,Single,Master,Life Sciences,Travel_Rarely,1,Medium,2,High,50,1112,26894,5985,11,0,80,No,4,10,2,2,0,2,Low,1,Best,Excellent,Medium,No
1,666,Sales,Sales Representative,Female,34,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,14,High,1,High,31,204,2912,2579,18,2,80,Yes,1,8,8,2,0,6,High,3,Better,Excellent,Very High,No
1,667,Sales,Sales Representative,Male,27,Y,Divorced,Below College,Marketing,Travel_Rarely,2,High,1,Low,85,1420,16346,3041,11,1,80,No,0,5,4,3,0,2,High,3,Better,Excellent,Medium,Yes
1,669,Sales,Sales Representative,Male,21,Y,Single,Below College,Technical Degree,Travel_Rarely,22,High,1,High,49,1343,24444,3447,11,0,80,No,1,3,3,2,1,2,High,2,Better,Excellent,High,No
1,671,Research & Development,Manager,Male,44,Y,Married,Master,Other,Travel_Rarely,3,High,5,Very High,35,1315,9358,19513,12,1,80,Yes,4,26,2,2,0,1,Very High,2,Best,Excellent,Low,No
1,675,Research & Development,Research Scientist,Male,22,Y,Married,Below College,Medical,Travel_Rarely,6,High,1,High,69,604,12145,2773,20,0,80,No,0,3,2,2,2,2,Low,3,Better,Outstanding,Very High,No
1,677,Sales,Sales Executive,Male,33,Y,Divorced,Master,Marketing,Travel_Rarely,8,High,2,High,39,1216,20431,7104,12,0,80,No,0,6,5,0,1,2,High,3,Better,Excellent,Very High,No
1,679,Research & Development,Research Scientist,Female,32,Y,Married,Master,Life Sciences,Travel_Rarely,9,High,2,Very High,92,646,18089,6322,12,1,80,Yes,1,6,6,4,0,5,Low,2,Good,Excellent,Very High,No
1,680,Research & Development,Research Scientist,Female,30,Y,Divorced,Bachelor,Medical,Travel_Frequently,3,High,1,High,71,160,22653,2083,20,1,80,No,1,1,1,0,0,0,High,2,Better,Outstanding,High,No
1,682,Sales,Sales Executive,Female,53,Y,Single,Below College,Medical,Travel_Rarely,1,High,2,Low,34,238,7507,8381,20,0,80,No,7,18,14,7,8,10,Very High,2,Best,Outstanding,Very High,No
1,683,Research & Development,Research Scientist,Male,34,Y,Married,Doctor,Life Sciences,Travel_Rarely,1,High,1,Very High,42,1397,7660,2691,12,1,80,No,1,10,10,9,8,8,Medium,4,Good,Excellent,Very High,No
1,684,Sales,Sales Executive,Female,45,Y,Married,Master,Life Sciences,Travel_Frequently,26,High,2,Low,100,306,5630,4286,14,2,80,No,2,5,1,1,0,0,Low,4,Better,Excellent,Very High,Yes
1,686,Research & Development,Laboratory Technician,Female,26,Y,Married,Bachelor,Life Sciences,Travel_Rarely,6,High,1,Very High,71,991,17759,2659,13,1,80,Yes,1,3,3,2,0,2,High,2,Better,Excellent,High,No
1,689,Research & Development,Manufacturing Director,Male,37,Y,Married,Bachelor,Other,Travel_Rarely,3,High,3,High,36,482,9606,9434,15,1,80,No,1,10,10,7,7,8,High,2,Better,Excellent,High,No
1,690,Sales,Sales Executive,Female,29,Y,Married,College,Medical,Travel_Rarely,3,High,2,High,62,1176,3487,5561,14,1,80,No,1,6,6,0,1,2,Medium,5,Good,Excellent,Low,No
1,691,Research & Development,Research Scientist,Male,35,Y,Single,Master,Life Sciences,Travel_Rarely,6,Low,2,Very High,82,1017,19368,6646,13,0,80,No,1,17,17,11,11,8,Medium,3,Better,Excellent,Medium,No
1,692,Research & Development,Healthcare Representative,Male,33,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,6,High,2,Very High,30,1296,5335,7725,23,1,80,No,3,15,13,11,4,7,High,2,Bad,Outstanding,High,No
1,698,Human Resources,Human Resources,Male,54,Y,Married,Master,Medical,Travel_Rarely,19,High,3,Medium,88,397,6729,10725,15,1,80,No,2,16,9,7,7,1,High,1,Best,Excellent,High,No
1,699,Research & Development,Manufacturing Director,Male,36,Y,Divorced,College,Medical,Travel_Rarely,9,Medium,2,Medium,48,913,13934,8847,11,1,80,Yes,2,13,3,2,0,2,Medium,2,Better,Excellent,High,No
1,700,Research & Development,Research Scientist,Male,27,Y,Single,Master,Medical,Travel_Rarely,3,Medium,1,Very High,54,1115,15174,2045,13,0,80,No,0,5,4,2,1,1,Low,0,Better,Excellent,Very High,No
1,701,Research & Development,Research Scientist,Male,20,Y,Single,Below College,Medical,Travel_Rarely,10,High,1,High,32,1362,26999,1009,11,0,80,Yes,1,1,1,0,1,1,Very High,5,Better,Excellent,Very High,Yes
1,702,Research & Development,Research Scientist,Male,33,Y,Single,Bachelor,Life Sciences,Travel_Frequently,3,High,1,Low,70,1076,3164,3348,11,0,80,Yes,1,10,10,8,9,7,Low,3,Better,Excellent,Low,Yes
1,704,Research & Development,Laboratory Technician,Male,35,Y,Married,Bachelor,Life Sciences,Non-Travel,3,Medium,1,High,41,727,16900,1281,18,2,80,No,1,1,1,0,0,0,High,3,Better,Excellent,High,No
1,705,Research & Development,Research Scientist,Male,23,Y,Married,Bachelor,Medical,Travel_Rarely,4,Very High,1,Low,58,885,8544,2819,16,1,80,No,2,5,3,2,0,2,Low,3,Best,Excellent,Low,No
1,707,Sales,Sales Executive,Male,25,Y,Married,Bachelor,Life Sciences,Travel_Rarely,8,Very High,2,Medium,57,810,15678,4851,22,1,80,No,0,4,3,2,1,2,Very High,4,Better,Outstanding,High,No
1,709,Sales,Sales Executive,Female,38,Y,Single,Master,Marketing,Travel_Rarely,7,Medium,2,Very High,46,243,7791,4028,20,0,80,No,0,8,7,7,0,5,Very High,2,Better,Outstanding,Low,No
1,710,Research & Development,Research Scientist,Male,29,Y,Divorced,Master,Life Sciences,Travel_Frequently,1,Low,1,Very High,76,806,18959,2720,18,1,80,No,1,10,10,7,2,8,Medium,5,Better,Excellent,Very High,No
1,712,Sales,Sales Executive,Male,48,Y,Married,Below College,Marketing,Travel_Rarely,2,Very High,2,Medium,56,817,18597,8120,12,0,80,No,3,12,2,2,2,2,Medium,3,Better,Excellent,Very High,No
1,714,Sales,Sales Executive,Female,27,Y,Divorced,Below College,Medical,Travel_Frequently,3,Very High,2,Very High,71,1410,16673,4647,20,2,80,Yes,1,6,6,5,0,4,Very High,3,Better,Outstanding,Medium,No
1,715,Research & Development,Research Scientist,Male,37,Y,Single,College,Life Sciences,Travel_Rarely,10,Very High,1,Very High,80,1225,15232,4680,17,0,80,No,3,4,1,0,0,0,Very High,2,Better,Excellent,Low,No
1,716,Research & Development,Laboratory Technician,Male,50,Y,Married,Below College,Medical,Travel_Rarely,28,Very High,1,High,74,1207,3297,3221,11,3,80,Yes,1,20,20,8,3,8,Very High,3,Better,Excellent,High,No
1,717,Research & Development,Healthcare Representative,Female,34,Y,Single,Bachelor,Medical,Travel_Rarely,9,Medium,3,Medium,46,1442,17654,8621,14,0,80,No,1,9,8,7,7,7,Very High,3,Best,Excellent,Medium,No
1,720,Sales,Sales Executive,Female,24,Y,Single,College,Life Sciences,Travel_Rarely,3,High,2,High,65,693,24785,4577,14,0,80,No,9,4,2,2,2,0,Low,3,Better,Excellent,Low,Yes
1,721,Research & Development,Healthcare Representative,Female,39,Y,Single,Master,Technical Degree,Travel_Rarely,2,Medium,2,High,80,408,20978,4553,11,0,80,No,1,20,20,7,11,10,Very High,4,Better,Excellent,Low,No
1,722,Sales,Sales Executive,Male,32,Y,Single,Bachelor,Marketing,Travel_Rarely,10,High,2,Very High,55,929,21703,5396,12,0,80,No,1,10,10,7,0,8,Very High,2,Good,Excellent,Very High,No
1,723,Sales,Sales Executive,Male,50,Y,Married,College,Technical Degree,Travel_Frequently,8,High,2,High,50,562,23452,6796,14,1,80,Yes,3,18,4,3,1,3,Medium,4,Better,Excellent,Low,Yes
1,724,Research & Development,Healthcare Representative,Female,38,Y,Single,Master,Life Sciences,Travel_Rarely,1,Very High,2,Very High,33,827,19383,7625,13,0,80,No,0,10,9,7,1,8,Medium,4,Good,Excellent,High,No
1,725,Research & Development,Manufacturing Director,Female,27,Y,Married,College,Life Sciences,Travel_Rarely,1,High,3,Low,68,608,6009,7412,11,0,80,No,1,9,9,7,0,7,High,3,Better,Excellent,Very High,No
